% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
0239,'ftp <1> elm cd <1> ls vi <1> cd <1> <GENSYM:4>/terran_data ls <1> ls <1> date cat <1> ll <1> uuencode <2> > <1> ll <1> mailx -s <2> < <1> vi <1> fg ls cat <1> cd <1> rm <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> vi <1> fg cd <1> ls vi <1> fg vi <1> fg ls cd cd <1> ls mv <2> vi <1> ls -l ls -a vi <1> ls ls -a cd <1> ls more <1> more <1> ls cd <1> ls -a vi <1> s elm fg fg <GENSYM:5>/pagecount <1> ls mv <2> finger <1> finger <1> exit fg exit',USER0
0240,'elm exit',USER0
0241,'elm exit',USER0
0242,'elm elm cd <1> ls vi <1> fg',USER0
0243,'elm exit',USER0
0244,'elm exit',USER0
0245,'elm cd <1> ls vi <1> finger <1> talk <1> talk <1> finger <1> fg',USER0
0246,'elm exit',USER0
0247,'exit',USER0
0248,'elm exit',USER0
0249,'cd <1> ls cd <1> vi <1> cd elm exit',USER0
0250,'elm exit',USER0
0251,'elm ls cd <1> ls mv <2> vi <1> exit',USER0
0252,'cd <1> ls lwinfo <1> lp -d <2> exit',USER0
0253,'finger <1> talk <1> finger <1> finger <1> exit',USER0
0254,'finger <1> mail <1> elm finger <1> talk <1> exit',USER0
0255,'elm exit',USER0
0256,'ls cd <1> ls vi <1> mail <1> ls cp <2> finger <1> rlogin <1> exit',USER0
0257,'elm rlogin <1> ping <1> ssinfo fg exit',USER0
0258,'elm ls cd <1> ls rm <1> cd <1> ls cd <1> ls vi <1> cd fg rlogin <1> fg',USER0
0259,'ls finger <1> ping <1> finger <1> whereis <1> <GENSYM:6>/ping <1> <GENSYM:6>/ping <1> rlogin <1> finger <1> finger <1> finger <1> finger <1> rlogin <1> elm exit',USER0
0260,'uptime who elm elm exit',USER0
0261,'elm fg exit',USER0
0262,'date elm elm',USER0
0263,'elm date fg ftp  <1> ftp  <1> ftp <1> elm fg exit',USER0
0264,'elm talk <1> talk <1> finger <1> elm f ftp <1> fg finger <1> finger <1> fg elm exit',USER0
0265,'elm rlogin <1> fg finger <1> exit',USER0
0266,'elm elm ftp <1> elm fg finger <1> finger <1> mail <1> fg rlogin <1> fg finger <1> fg finger <1> fg',USER0
0267,'setenv <2> netscape & who uptime uptime ls ftp <1> ls rm <1> rm <1> ls more <1> rm <1> finger <1> finger <1> fg',USER0
0268,'elm finger <1> cd <1> cd <1> cd <1> ls <1> cd <1> ls cd <1> ls <1> cd <1> cd <1> ls <1> cd <1> cd <1> ls <1> cd <1> cd <1> ls ls <1> cd <1> cd <1> ls more <1> cd cls finger <1> exit',USER0
0269,'elm date exit',USER0
0270,'elm finger <1> quit exit',USER0
0271,'elm finger <1> r <1> exit',USER0
0272,'elm elm ls cd <1> ls vi <1>',USER0
0273,'elm rm <1> elm elm cd <1> ls vi <1> cd fg j elm finger <1> exit',USER0
0274,'finger <1> elm finger <1> finger <1> mail <1> finger <1> rlogin <1> ftp <1> ping <1> ping <1> elm fg elm exit',USER0
0275,'finger <1> finger <1> finger <1> finger <1> elm talk <1> talk <1> fg fg finger <1> finger <1> finger <1> finger <1> finger <1>',USER0
0276,'finger <1> ps -ef | grep <1> ps -aux | grep <1> kill -9 <1> elm rm <1> elm elm cp <2> elm ls cd <1> ls rm <1> cd <1> ls rm <1> vi <1> ls quota -v more <1> rm <1> ls cd <1> ls cd <1> cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> rmdir <1> cd <1> ls cd <1> ls cd <1> ls rlogin <1>',USER0
0277,'elm ls ps -aux | grep <1> kill -9 <1> ps -aux | grep <1> elm rm <1> elm fg exit',USER0
0278,'elm exit',USER0
0279,'elm',USER0
0280,'elm',USER0
0281,'finger <1> exit',USER0
0282,'cd <1> ls mv <2> vi <1> ftp <1> rlogin <1> cd <1> elm date exit',USER0
0283,'finger <1> talk <1> elm',USER0
0284,'elm exit',USER0
0285,'elm elm',USER0
0286,'cd <1> ls mv <2> vi <1> ls mv <2> vi <1> ls exit',USER0
0287,'finger <1> cd <1> ls ll lp -d <2> lwinfo <1> lp -d <2> exit',USER0
0288,'ps -aux | grep <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> elm rm <1> ls elm finger <1> talk <1> fg elm finger <1> talk <1> talk <1> rlogin -l <2> fg finger <1> finger <1> fg ls cat <1> cp <2> vi <1> ll <1> test pwd cat <1> cd <1> <GENSYM:7>/test pwd cd <1> test pwd vi <1> test pwd cat <1> cd <1> <GENSYM:7>/test pwd back rm <1> pwd ls fg finger <1> fg elm elm',USER0
0289,'elm',USER0
0290,'elm exit',USER0
0291,'elm exit',USER0
0292,'elm exit',USER0
0293,'ssinfo exit',USER0
0294,'ls vi <1> cp <2> vi <1> ftp <1> rlogin <1> rlogin <1> finger <1> vi <1> rlogin <1> vi <1> exit',USER0
0295,'elm ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls cd <1> rmdir <1> ls more <1> ls more <1> ls Make_c vi <1> ls rm <1> cd <1> ls rmdir <1> ls cd <1> ls cd <1> man <1> ls man <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> tar <3> cd <1> ls mv <2> ls cd <1> ls rm <1> cd <1> rmdir <1> ls cd <1> ls tar <3> rm <1> cd <1> rmdir <1> ls man <1> ls gzip <1> ls ungzip <1> gunzip <1> ls cd <1> gzip <1> man <1> man <1> ls cd <1> ls rm <1> ls cd <1> ls cd <1> back cd <1> ls rm <1> cd <1> ls cd <1> ls quota -v rlogin <1> rlogin <1> man <1> cd <1> ls cd <1> ls man <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls rm <1> quota -v finger <1> rlogin <1> ls cd <1> ls cd <1> ls rm <1>',USER0
0296,'elm exit',USER0
0297,'cd <1> ls finger <1> ftp <1> exit',USER0
0298,'elm',USER0
0299,'elm finger <1> ftp <1> fg finger <1> fg exit',USER0
0300,'cat <1> cls ls elm exit',USER0
0301,'elm ph <2> ph <2> ph <1> ph fg cd <1> ls more <1> cd fg',USER0
0302,'exit',USER0
0303,'elm iq ph <1> ph <3> more <1> ls -al ls -a vi <1> finger <1> finger <1> elm finger <1> finger <1> finger finger <1> finger <1> mail <1> ls finger <1> finger <1> finger <1> elm fg',USER0
0304,'ps -aux | grep <1> kill <1> elm finger <1> mail <1> fg finger <1> cls fg exit',USER0
0305,'elm rm <1> ps -aux | grep <1> kill -9 <1> elm elm talk <1> elm fg finger <1> fg elm rlogin <1> finger <1> fg',USER0
0306,'exit',USER0
0307,'elm rlogin -l <2> exit',USER0
0308,'quota -v ls ll <1> ll <1> quit exit',USER0
0309,'rwho | more who ls cd <1> finger <1> ftp <1> ls vi <1> ls vi <1> ls vi <1> vi <1>',USER0
0310,'cd <1> ls mv <2> mv <2> vi <1> ls vi <1> ls vi <1> :q ls cd elm rm <1> ps -aux | grep <1> kill -9 <1> kill <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> elm exit',USER0
0311,'ls cd <1> ls vi <1> exit',USER0
0312,'cd <1> ls vi <1> vi <1> lp -d <2> lpq -Pmsl21 mail exit',USER0
0313,'ls cd <1> ll lp -dmsl21 -n19 <1> lp -dmsl23 <1> lwinfo <1> lwinfo <1> ls lp -dmsl23 -n9 <1> lpq -Pmsl23 man <1> ls exit',USER0
0314,'elm exit',USER0
0315,'exit',USER0
0316,'ls weather rlogin -l <2> elm exit',USER0
0317,'elm finger <1> exit',USER0
0318,'ssinfo exit',USER0
0319,'exit',USER0
0321,'exit',USER0
0322,'elm exit',USER0
0323,'ls exit',USER0
0324,'elm finger <1> exit',USER0
0325,'exit',USER0
0326,'elm finger <1> elm rlogin -l <2> exit',USER0
0327,'elm exit',USER0
0328,'elm elm exit',USER0
0329,'exit',USER0
0330,'elm finger <1> date finger <1> finger <1> mail <1> finger <1> exit',USER0
0331,'elm exit',USER0
0332,'elm finger <1> exit',USER0
0333,'finger <1> date finger <1> exit',USER0
0334,'exit',USER0
0335,'exit',USER0
0336,'exit',USER0
0337,'exit',USER0
0338,'elm exit',USER0
0339,'elm finger <1> date rlogin -l <2> elm fg exit',USER0
0340,'elm exit',USER0
0341,'exit',USER0
0342,'finger <1> date ssinfo rlogin <1> rlogin <1> finger <1> finger <1> finger <1> finger <1> date exit',USER0
0343,'elm finger <1> talk <1> elm exit',USER0
0344,'elm exit',USER0
0345,'elm exit',USER0
0346,'exit',USER0
0347,'exit',USER0
0348,'finger <1> rlogin <1> exit',USER0
0349,'finger <1> elm exit',USER0
0350,'elm rlogin <1> exit fg exit',USER0
0351,'ls cd <1> ls vi <1> ls',USER0
0352,'elm finger <1> elm fg exit',USER0
0353,'elm exit',USER0
0354,'elm exit',USER0
0355,'ls cd <1> ls vi <1> chmod <2> vi <1> exit',USER0
0356,'cd <1> ls chmod <2> vi <1> exit',USER0
0357,'cd <1> ls vi <1> exit',USER0
0358,'finger finger <1> exit',USER0
0359,'finger <1> ls ls <1> cat <1> cat <1> mail <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> ls <1> ll <1> mailx -s <2> < <1> quota -v rlogin <1> who finger <1> finger <1> finger <1> who exit',USER0
0360,'elm exit',USER0
0361,'ssinfo rlogin <1> ping ping <1> exit',USER0
0362,'exit',USER0
0363,'elm finger <1> cal finger <1> date elm date exit',USER0
0364,'elm -f <1> ls ftp <1> quit exit',USER0
0365,'exit',USER0
0366,'ls cd <1> ls ll cd <1> ls ls <1> more <1> more <1> cls exit',USER0
0367,'cd <1> rlogin <1> elm exit',USER0
0368,'elm who rwho | more finger <1> finger <1> finger <1> exit',USER0
0369,'finger <1> exit',USER0
0370,'elm exit',USER0
0371,'elm exit',USER0
0372,'finger <1> finger <1> finger <1> elm ls elm ph exit fg exit',USER0
0373,'cd <1> vi <1> cd exit',USER0
0374,'date elm rlogin <1> fg',USER0
0375,'ps -ef | grep <1> ps -aux | grep <1> elm rm <1> elm elm exit',USER0
0376,'exit',USER0
0377,'elm exit',USER0
0378,'exit',USER0
0379,'elm exit',USER0
0380,'exit',USER0
0381,'exit',USER0
0382,'who ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> rlogin <1> finger <1> elm exit',USER0
0383,'elm exit',USER0
0384,'mail <1> exit',USER0
0385,'elm cd <1> ls vi <1> vi <1> exit',USER0
0386,'cd <1> ls cd <1> ls cd <1> ls vi <1> ls ls <1> vi <1> cls ls <1>',USER0
0387,'exit',USER0
0388,'elm exit',USER0
0389,'elm exit',USER0
0390,'exit',USER0
0391,'ls more <1> rmt ls mv <2> more <1> ls more <1> rm <1> ls quota -v more <1> ls cd <1> ls ls more <1> rm <1> cd <1> ls more <1> rm <1> more <1> ls exit',USER0
0392,'vi <1> elm exit',USER0
0393,'elm exit',USER0
0394,'elm elm elm vi <1> man <1> ls vi <1> mail <1> < <1> rm <1> ls elm fg date fg exit',USER0
0395,'ls cd <1> ls cd <1> ls vi <1> exit',USER0
0396,'mail <1> elm exit',USER0
0397,'exit',USER0
0398,'exit',USER0
0399,'elm exit',USER0
0400,'mail <1> elm finger <1> uptime ruptime uptime ruptime finger <1> finger <1> finger <1> finger <1> exit fg exit',USER0
0401,'cd <1> ls vi <1> exit',USER0
0402,'cd <1> vi <1> exit',USER0
0403,'elm exit',USER0
0404,'elm exit',USER0
0405,'ssinfo finger <1> date elm finger <1> ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> mailx <1> exit fg exit',USER0
0406,'cd <1> ls vi <1> vi <1> exit',USER0
0407,'cd <1> ls cd <1> ls ls chmod <2>',USER0
0408,'mail <1> elm',USER0
0409,'elm exit',USER0
0410,'talk <1> ls cd <1> ls cp <2> vi <1> vi <1> vi <1> cp <2> vi <1> exit',USER0
0411,'ls cd <1> cd <1> ls cd <1> ls quota quota -v mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mv <2> mv <2> ls ls cd <1> ls exit',USER0
0412,'elm finger <1> fg finger <1> date fg cd <1> ls chmod <2> ll <1> chmod <2> vi <1> fg vi <1> fg',USER0
0413,'ls cd <1> ll cd <1> ls ll chmod <2> chmod <2> ls',USER0
0414,'elm exit',USER0
0415,'elm exit',USER0
0416,'elm exit',USER0
0417,'elm exit',USER0
0418,'exit',USER0
0419,'alias <1> elm exit',USER0
0420,'elm exit',USER0
0421,'elm exit',USER0
0422,'elm exit',USER0
0423,'elm cd <1> ls quota -v elm -f <1> elm cp <2> rm <1> elm exit',USER0
0424,'elm exit',USER0
0425,'elm exit',USER0
0426,'qutoa -v quota -v ls elm exit',USER0
0427,'elm exit',USER0
0428,'elm ssinfo fg exit',USER0
0429,'finger <1> finger <1> finger <1> elm exit',USER0
0430,'elm elm finger <1> finger <1> finger <1> cls ls ph <2> ph <2> cls ph <2> ssinfo exit',USER0
0431,'elm ls finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls cls',USER0
0432,'ssinfo',USER0
0433,'exit',USER0
0434,'ls lsa ls cd <1> ls cd <1> lsa vi <1> cp <2> ll <1> elm finger <1> exit',USER0
0435,'elm finger <1> fg rlogin <1> ssinfo exit',USER0
0436,'exit',USER0
0437,'elm exit',USER0
0438,'elm exit',USER0
0439,'lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> cd <1> ll chmod <2> elm exit',USER0
0440,'elm exit',USER0
0441,'elm whereis <1> whence <1> where <1> finger <1> finger <1> mail <1> whereis <1> cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls ls | mre ls | more man <1> cd <1> ls cd <1> ls ls | more ls cd <1> ls cd <1> ls cd <1> ls | more cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls | more cd <1> ls mail <1> ls cd <1> s ls cd <1> cd <1> ls cd <1> ls whereis <1> whereis <1> elm whereis <1> ls cd ls whereis <1> ls <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm whereis <1> cd <1> ls <1> ls <1> ssinfo alias <1> lwinfo lwinfo <1> lwinfo <1> lwpages lwinfo <1> elm lwinfo <1> fg exit',USER0
0442,'elm finger <1> finger <1> elm exit',USER0
0443,'elm cd <1> ls ls <1> cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> rlogin <1> exit',USER0
0444,'ls vi <1> source <1> source <1> acroread',USER0
0445,'cd <1> ls cd <1> ls cd <1> ls source <1> cd source <1> source <1> cd <1> ls man <1> man <1> lpq -Pmsl22 man <1> cancel <1> lpq -Pmsl22 cancel <1> cancel <1> man <1> man <1> cancel -u <1> lpq -Pmsl20 lpq -Pmsl20 lwinfo <1> lpq -Pmsl20 lpq -Pmsl20',USER0
0446,'rlogin <1> exit',USER0
0447,'elm exit',USER0
0448,'elm',USER0
0449,'elm',USER0
0450,'elm ls elm finger <1> vi <1> exit',USER0
0451,'elm elm elm exit',USER0
0452,'elm lp -dmsl21 <1> lpq -P <1> cancel <1> lp -dmsl23 lpq -Pmsl23 lp -d <2> lpq -Pmsl23 lpq -Pmsl22 finger <1> finger <1> exit',USER0
0453,'lpq -Pmsl22 lpq -Pmsl23 cancel <1> lpq -Pmsl21 lp -dmsl21 <1> lpq -Pmsl21 lpq -Pmsl21 date lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> cancel <1> lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> exit',USER0
0454,'elm lpq -Pmsl21 lpq -Pmsl20 lpq -Pmsl22 lpq -Pmsl23 vi <1> lp -d <2> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 finger <1> mail <1> date ls elm exit',USER0
0455,'elm finger <1> finger <1> finger <1> finger <1> chfg chfn exit',USER0
0456,'elm finger <1> fg vi <1> rm <1> vi <1> fg ls vi <1> fg exit',USER0
0457,'source <1> source <1> rlogin ` <1>',USER0
0458,'elm finger <1> finger <1> finger <1> uptime finger finger <1> finger <1> finger <1> ruptime ls elm fg cd <1> ls ll cd alias | more more <1> more <1> quota -v elm elm elm elm cd <1> vi <1> exit',USER0
0459,'source <1> source <1> source <1> ruptime | more finger <1> finger <1> finger <1> finger <1> finger <1> rlogin <1> 1 more <1> more <1> more <1> finger <1> finger <1> finger <1> ls lwinfo <1> lwinfo <1> lwinfo <1> ls vi <1> ls alias alias | more enscript -2rG -dmsl22 <1> lpq -Pmsl22 lpq -Pmsl23 xlock lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> ls <1> vi <1> quota -v ruptime man <1> man <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> vi <1> back back cd man ` <1>',USER0
0460,'rlogin <1> xterm rlogin <1> xhost xhost <1> rlogin <1>',USER0
0461,'exit',USER0
0462,'netscape',USER0
0463,'source <1> source <1> ls rm <1> rm <1> more <1> rm <1> ls more <1> rm <1> ls rm <1> more <1> ls more <1> ls quota quota -v vi <1> rlogin <1>',USER0
0464,'finger <1> exit',USER0
0465,'rlogin <1> exit',USER0
0466,'elm ls finger <1> finger <1> mail <1> rm <1> ls date ll <1> exit',USER0
0467,'elm exit',USER0
0468,'ssinfo thor thorplus alias exit',USER0
0469,'exit',USER0
0470,'elm vi <1> alias enscript -2rG -dmsl20 <1> finger <1> finger <1> alias <1> fg finger <1> exit',USER0
0471,'elm finger <1> fg ls cd <1> ls cd <1> ls cd <1> ls diff <2> cd <1> cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls ls cd <1> cd <1> cd <1> ls elm fg finger <1> fg cd <1> ls cd <1> ls ll ll <1> cd <1> ll fg more <1> more <1> rm <1> vi <1> rm <1> vi <1> more <1> ls <1> ls more <1> rm <1> more <1> ftp <1> elm fg ll chgrp <1> chgrp <2> ls ls finger <1> chgrp <2> chgrp <2> vi <1> more <1> more <1> rm <1> more <1> vi <1> more <1> rm <1> quota -v cd <1> ll cd <1> ll ls elm fg exit',USER0
0472,'elm exit',USER0
0473,'elm exit',USER0
0474,'elm finger <1> finger <1> finger <1> finger <1> fg finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls finger <1> ls finger <1> fg finger <1> finger <1> finger <1> fg cd <1> ls ll cd <1> ls cd <1> cd <1> cd <1> ls ll cd <1> ls ll more <1> cd <1> ls cd <1> ls cd cd <1> ls cd <1> ls cd <1> ls cp <2> vi <1> fg ls fg exit',USER0
0475,'ls exit',USER0
0476,'exit',USER0
0477,'vi <1> finger <1> exit',USER0
0478,'elm ruptime finger rlogin <1> fg elm elm exit',USER0
0479,'ls cd <1> ls lp -dme244hp1 <1> lp -dme244hp2 <1> rm <1> rm <1> exit',USER0
0480,'mail cd <1> ls ftp <1> ls rm <1> rm <1> exit',USER0
0481,'lpq -Pme244hp lpq -Pme244hp man <1> ls finger <1> finger <1> mail <1> finger <1> finger <1> finger <1> date date date',USER0
0482,'ls cd <1> ls exit',USER0
0483,'elm ls rlogin <1> ls cd <1> ls ll lp -dlaebb280hp1 <1> lp -d <2> lp -d <2> ls rm <1> rm <1> exit',USER0
0485,'finger <1> exit',USER0
0486,'exit',USER0
0487,'exit',USER0
0488,'elm exit',USER0
0489,'finger <1> vi <1> cls r <1> elm exit',USER0
0490,'finger <1> elm exit',USER0
0491,'elm exit',USER0
0492,'elm rlogin <1> fg vi <1> elm fg ls quota -v cp <2> quota -v ls rm <1> exit',USER0
0493,'ls cd <1> ls ftp <1> exit',USER0
0494,'ls vi <1> vi <1> finger <1> finger <1> finger <1> finger <1> finger <1> exit',USER0
0495,'elm finger <1> elm exit',USER0
0496,'finger <1> finger <1> finger <1> finger <1> exit',USER0
0497,'whereis <1> xhost whence <1> exit',USER0
0498,'source <1> source <1> acroread acroread & finger <1> finger <1> lpq -Pmsl22 lpq -Pmsl20 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl20 finger <1> finger <1> exit',USER0
0499,'source <1> source <1> ls mail <1> exit',USER0
0500,'elm exit',USER0
0501,'elm exit',USER0
0502,'ls cd <1> ls vi <1> ls exit',USER0
0503,'vi <1> cd <1> vi <1> exit',USER0
0504,'elm exit',USER0
0505,'ls -a cd <1> ls ll cd <1> ls -l ls -a quota -v exit',USER0
0506,'elm exit',USER0
0507,'elm exit',USER0
0508,'elm exit',USER0
0509,'elm exitexit exit',USER0
0510,'source <1> source <1> uptime finger ps -ef | more ps -aux | more rlogin <1> me uptime exit',USER0
0511,'uptime finger finger <1> rlogin <1> ls exit',USER0
0512,'elm exit',USER0
0513,'source <1> source <1> rlogin <1> exit',USER0
0514,'source <1> source <1> ls rm <1> xhost whereis <1> xhost <1> rlogin <1> exit',USER0
0515,'rlogin <1>',USER0
0516,'finger <1> elm lpq -Pmsl2 ftp <1> ls wc <1> lp -d <2> cancel <1> fg alias <1> ls unalias <1> alias alias | more enscript -h enscript -rG -dmsl21 <1> enscript -G -dmsl21 <1> elm ls wc <1> enscript -G -dmsl21 <1> enscript -2rG -dmsl21 <1> fg elm ls cancel <1> lpq -Pmsl22 cancel <1> lpq -Pmsl22 cancel <1> fg',USER0
0517,'rlogin <1> exit',USER0
0518,'ruptime ps -aux | more kill -9 <1> source <1> ssource <1> source <1> netscape',USER0
0519,'elm ls cp <2> ftp <1> finger date elm finger <1> fg finger <1> finger <1> fg exit',USER0
0520,'elm fin finger <1> ls diff <2> rm <1> exit',USER0
0521,'elm exit',USER0
0522,'elm cd <1> cd <1> vi <1> ls cd <1> cd <1> ls ll elm cd <1> cd <1> ls cd <1> chmod <2> cd <1> cd cd <1> chmod <2> vi <1> ls chmod <2> cd <1> chmod <2> ls cp <2> quota -v ls finger <1> exit',USER0
0523,'source <1> source <1> uptime finger finger <1> ruptime | more ls elm ls cd <1> ls ll <1> cd rlogin <1> rlogin <1> exit',USER0
0524,'elm elm ls ls -a vi <1> mkdir <1> exit fg ls <1> exit',USER0
0525,'source <1> source <1> source <1> xhost <1> rlogin <1> exit',USER0
0526,'source <1> source <1> netscape exit',USER0
0527,'source <1> source <1> cd <1> cd <1> ls cd <1> ls cd <1> ls ll xlock uptime who xlock finger <1> cls cd whereis <1> rlogin <1> ls whence <1> alias <1> unalias <1> rm <1> rlogin <1> xhost <1> rlogin <1> xlock man <1> cd <1> ls vi <1> exit',USER0
0528,'ls ls <1> cat <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm ftp <1> enscript_msl21 <1> ls <1> rm <1> fg man <1> fg cd <1> ls vi <1> fg elm elm exit',USER0
0529,'lpq -Pmsl21 cancel <1> cancel <1> ftp <1> cat <1> cat <1> | more enscript -dmsl23 <1> exit',USER0
0530,'who setenv <2> netscape &',USER0
0531,'rlogin <1>',USER0
0532,'elm exit',USER0
0533,'elm lpq -Pmsl21 lpq -Pmsl20 lwinfo <1> lwpages fg date exit',USER0
0534,'elm ssinfo fg ls cd <1> ls vi <1> fg vi <1> fg finger <1> finger <1> finger <1> vi <1> ls ls fg vi <1> cd fg cd <1> ll cd <1> ll exit fg cd fg exit',USER0
0535,'elm finger <1> finger <1> ls cd <1> ls vi <1> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 exit fg exit',USER0
0536,'elm finger <1> rlogin <1> fg ls gunzip <1> ls quot <1> quota -v elm -f <1> fg elm cat <1> fg elm finger <1> fg ver version rlogin <1> fg ls cd <1> ls vi <1> fg ls j vi <1>',USER0
0537,'exit',USER0
0538,'elm exit',USER0
0539,'elm set <3> elm ls cd <1> ls vi <1> exit',USER0
0540,'elm exit',USER0
0541,'mail exit',USER0
0542,'cd <1> ls vi <1> elm -f <1> cd <1> ls cd <1> ls exit',USER0
0543,'elm exit',USER0
0544,'elm exit',USER0
0545,'set <3> elm set <3> elm elm exit',USER0
0546,'elm exit',USER0
0547,'elm exit',USER0
0548,'elm ls rm <1> rm <1> rm <1> more <1> ls rlogin <1> rlogin <1> exit',USER0
0549,'elm',USER0
0550,'finger <1> finger <1> finger <1> man <1> elm',USER0
0551,'elm exit',USER0
0552,'elm exit',USER0
0553,'elm exit',USER0
0554,'elm man <1> man <1> fg exit',USER0
0555,'finger uptime rlogin <1>',USER0
0556,'elm exit',USER0
0557,'rlogin <1> rlogin <1>',USER0
0558,'rlogin -l <2>',USER0
0559,'vi <1> vi <1> exit',USER0
0560,'rlogin <1>',USER0
0561,'xlock finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> xhost <1> cls exit `',USER0
0562,'rlogin <1>',USER0
0563,'ruptime who ps -aux ps -ef | more finger <1> finger <1> ps -ef | more mail <1> mailx <1> finger <1> ruptime finger <1> uptime finger rlogin <1> exit',USER0
0564,'elm exit',USER0
0565,'xlock exit',USER0
0566,'finger finger <1> finger <1> finger <1> q quit exit',USER0
0000,'date cd <1> ls cd <1> ls vi <1> setenv <2> ex3.out setenv <2> ex3.out vi <1> ex3.out setenv <2> ex3.out ex3.out ex3.out ex3.out ex3.out ex3 ex3.out',USER1
0001,'cd <1> ls vi <1> ex3 ex3.out setenv <2> vi <1>',USER1
0002,'ls cd <1> ls cd <1> ls cd <1> ls vi <1> exit',USER1
0003,'cd <1> cd <1> ls vi <1> vi <1> vi <1> ls vi <1> MCC -o <2> ls ls ls cp <2> ls cp <2> vi <1> ls cp <2> cp <2> cp <2> vi <1> vi <1> vi <1> setenv <2> ex3.out ls setenv <2> ex3.out limit rlogin <1> exit',USER1
